ItemType,Temperature_Celsius,ItemName,Quantity,Price,ExpirationDate
Freezer,-15.7,Cheese,29,11.92,3/2/2025
Fridge,2.84,Yogurt,12,6.72,8/13/2025
Fridge,1.66,Ice Cream,10,16.05,1/9/2026
Fridge,2.83,Yogurt,47,4.56,6/8/2025
Fridge,1.23,Milk,24,12.46,10/11/2025
Fridge,2.9,Cheese,30,16.19,3/15/2025
Fridge,3.17,Yogurt,27,9.73,12/10/2025
Freezer,-17.05,Yogurt,36,3.85,3/19/2025
Freezer,-15.77,Ice Cream,41,16.73,8/28/2025
Fridge,1.48,Ice Cream,47,2.29,10/27/2025
Freezer,-17.26,Milk,48,3.16,1/7/2026
Fridge,2.43,Cheese,9,6.14,4/27/2025
Fridge,2.28,Frozen Vegetables,4,2.31,1/3/2026
Fridge,1.21,Ice Cream,2,16.58,12/24/2025
Freezer,-15.36,Ice Cream,19,17.65,9/28/2025
Fridge,2.91,Ice Cream,32,13.41,12/16/2025
Fridge,2.38,Ice Cream,34,13.13,1/10/2026
Fridge,1.25,Yogurt,48,5.77,2/16/2025
Freezer,-15.58,Ice Cream,12,12.57,4/16/2025
Fridge,3.3,Ice Cream,41,5.96,10/18/2025
Freezer,-16.87,Milk,3,19.84,6/20/2025
Freezer,-16.95,Cheese,42,1.92,2/21/2025
Freezer,-15.87,Yogurt,3,11.88,3/29/2025
Fridge,2.24,Cheese,14,6.78,7/5/2025
Fridge,1.62,Cheese,45,19.35,7/24/2025
Fridge,2.72,Yogurt,37,3.7,1/17/2026
Freezer,-15.9,Frozen Vegetables,29,2.92,9/7/2025
Freezer,-15.37,Cheese,24,7.73,9/2/2025
Fridge,1.74,Milk,4,7.59,5/3/2025
Fridge,3.39,Cheese,2,12.74,2/4/2025
Fridge,3.01,Yogurt,33,1.64,2/2/2025
Freezer,-16.89,Cheese,9,14.15,7/26/2025
Fridge,3.64,Yogurt,15,19.92,4/11/2025
Fridge,3.01,Ice Cream,17,17.18,2/21/2025
Freezer,-16.36,Yogurt,16,3.24,11/23/2025
Freezer,-17.43,Frozen Vegetables,19,2.92,5/21/2025
Freezer,-15.01,Cheese,33,1.61,11/24/2025
Fridge,3.24,Frozen Vegetables,16,15.76,2/13/2025
Fridge,1.97,Frozen Vegetables,4,8.64,6/12/2025
Fridge,1.39,Frozen Vegetables,10,10.45,5/13/2025
Freezer,-16.78,Ice Cream,48,4.12,9/11/2025
Fridge,1.35,Yogurt,24,12.47,11/24/2025
Freezer,-16.87,Ice Cream,45,2.13,6/14/2025
Freezer,-15.85,Cheese,18,6.63,8/7/2025
Freezer,-15.89,Frozen Vegetables,42,6.99,2/23/2025
Freezer,-15.56,Cheese,3,12.55,6/8/2025
Fridge,3.75,Cheese,33,11.77,5/29/2025
Freezer,-17.4,Cheese,17,1.44,1/10/2026
Fridge,3.07,Frozen Vegetables,29,18.96,8/15/2025
Freezer,-16.6,Cheese,14,19.72,9/28/2025
Freezer,-15.84,Milk,47,15.37,1/5/2026
Fridge,2.74,Ice Cream,40,18.04,12/15/2025
Freezer,-15.45,Yogurt,22,9.64,5/1/2025
Fridge,2.82,Milk,19,13.83,12/1/2025
Fridge,2.01,Milk,43,5.27,6/21/2025
Fridge,3,Cheese,16,10.18,4/27/2025
Freezer,-16.04,Milk,23,3.93,12/2/2025
Fridge,1.36,Frozen Vegetables,18,8.61,9/1/2025
Freezer,-16.72,Milk,10,8.24,1/5/2026
Freezer,-17.15,Frozen Vegetables,33,5.35,5/25/2025
Fridge,2.44,Cheese,3,3.5,9/21/2025
Freezer,-15.21,Cheese,2,12.29,5/6/2025
Fridge,3.72,Yogurt,39,5.14,12/30/2025
Freezer,-16.95,Milk,33,1.65,6/29/2025
Freezer,-17.86,Cheese,24,1.32,2/17/2025
Freezer,-15.46,Yogurt,43,10.51,2/2/2025
Freezer,-16.85,Cheese,9,15.63,7/7/2025
Fridge,2.42,Milk,46,14.47,6/5/2025
Fridge,3.94,Milk,10,9.39,10/3/2025
Freezer,-16.93,Frozen Vegetables,33,3.35,1/20/2026
Fridge,3.58,Milk,22,16.52,8/26/2025
Freezer,-15.68,Yogurt,4,15.46,4/14/2025
Freezer,-17.52,Cheese,24,10.16,4/23/2025
Fridge,3.06,Cheese,1,17.34,8/5/2025
Freezer,-17.19,Frozen Vegetables,11,9.98,5/30/2025
Freezer,-17.59,Yogurt,7,15.48,1/18/2026
Freezer,-17.75,Frozen Vegetables,34,10.81,7/5/2025
Freezer,-16.84,Cheese,46,5.23,9/22/2025
Fridge,1.03,Yogurt,12,10.86,12/20/2025
Fridge,2.69,Yogurt,11,19.8,7/31/2025
Fridge,3.68,Cheese,13,1.12,3/22/2025
Fridge,3.34,Milk,20,2.15,3/22/2025
Freezer,-15.71,Yogurt,18,12.97,8/22/2025
Fridge,1.03,Frozen Vegetables,13,17.78,1/9/2026
Freezer,-15.19,Milk,32,5.42,7/18/2025
Fridge,1.1,Milk,35,6.86,10/25/2025
Fridge,1.82,Ice Cream,50,10.36,11/2/2025
Freezer,-16.98,Milk,16,8.28,8/7/2025
Freezer,-16.99,Frozen Vegetables,50,1.1,8/20/2025
Fridge,3.92,Cheese,41,4.66,6/30/2025
Fridge,2.31,Frozen Vegetables,21,16.61,5/28/2025
Freezer,-17.8,Frozen Vegetables,30,13.9,5/21/2025
Fridge,2.93,Frozen Vegetables,12,3.48,4/15/2025
Fridge,2.52,Yogurt,16,19.69,9/18/2025
Freezer,-15.35,Cheese,14,19.98,8/2/2025
Freezer,-17.73,Yogurt,31,13.84,3/4/2025
Fridge,1.46,Ice Cream,27,7.28,3/6/2025
Fridge,1.49,Cheese,3,10.85,9/24/2025
Fridge,2.95,Yogurt,3,17.95,5/30/2025
Freezer,-15.32,Milk,20,14.87,7/21/2025
Freezer,-16.4,Ice Cream,29,14.8,12/31/2025
Freezer,-15.31,Frozen Vegetables,15,4.04,8/17/2025
Fridge,2.73,Milk,34,2.93,10/26/2025
Freezer,-16.23,Frozen Vegetables,1,5.1,12/20/2025
Fridge,2.71,Milk,48,17.92,1/31/2025
Freezer,-17.1,Cheese,13,4.39,7/4/2025
Fridge,2.97,Milk,16,11.75,3/3/2025
Freezer,-16.04,Ice Cream,7,6.91,10/20/2025
Fridge,1.94,Milk,20,16.33,3/15/2025
Fridge,3.11,Yogurt,45,10.39,4/29/2025
Freezer,-17.44,Milk,23,7.52,3/12/2025
Fridge,1.13,Cheese,24,16.18,9/20/2025
Freezer,-17.62,Ice Cream,50,7.74,11/25/2025
Freezer,-17.17,Yogurt,26,14.43,1/1/2026
Fridge,3.17,Ice Cream,2,14.09,5/11/2025
Freezer,-17.89,Frozen Vegetables,19,15.02,8/29/2025
Freezer,-16.07,Ice Cream,13,1.21,7/6/2025
Fridge,2.73,Ice Cream,7,10.31,11/1/2025
Fridge,3.79,Ice Cream,2,5.01,3/24/2025
Fridge,1.16,Yogurt,49,19.88,1/13/2026
Fridge,1.56,Yogurt,20,9.4,11/23/2025
Fridge,1.44,Ice Cream,40,19.43,6/3/2025
Fridge,2.66,Ice Cream,35,16.96,9/23/2025
Fridge,3.9,Frozen Vegetables,19,13.57,9/5/2025
Fridge,3.65,Ice Cream,14,3.42,9/25/2025
Fridge,2.17,Yogurt,21,14.75,10/5/2025
Freezer,-15.2,Ice Cream,10,12.94,12/19/2025
Fridge,3.39,Ice Cream,49,17.42,12/14/2025
Freezer,-15.65,Ice Cream,23,14.9,9/1/2025
Fridge,2.17,Yogurt,29,4.81,2/24/2025
Freezer,-16.14,Frozen Vegetables,37,19.18,7/20/2025
Freezer,-16.73,Milk,8,3.61,10/19/2025
Freezer,-16.76,Cheese,12,12.41,6/20/2025
Fridge,1.93,Frozen Vegetables,11,7.45,6/1/2025
Fridge,1.75,Ice Cream,16,15.38,8/12/2025
Freezer,-17.6,Cheese,35,2.15,8/2/2025
Freezer,-15.43,Milk,1,17.77,6/10/2025
Freezer,-17.67,Milk,12,19.04,7/7/2025
Freezer,-16.74,Milk,43,13.48,2/6/2025
Fridge,3.07,Milk,38,3.21,5/20/2025
Freezer,-15.16,Milk,9,15.12,4/29/2025
Freezer,-16.41,Ice Cream,50,2.36,8/6/2025
Freezer,-17.62,Yogurt,2,18.05,7/13/2025
Freezer,-16.23,Ice Cream,16,19.21,2/8/2025
Freezer,-17.78,Ice Cream,27,12.35,3/31/2025
Fridge,3.37,Milk,45,5.85,8/30/2025
Fridge,2.99,Ice Cream,37,11.54,3/29/2025
Freezer,-17.07,Ice Cream,12,19.61,10/23/2025
Freezer,-16.48,Milk,19,19.1,10/23/2025
Freezer,-17.24,Cheese,26,18.03,3/14/2025
Fridge,1.04,Cheese,1,7.67,9/15/2025
Fridge,1.45,Cheese,3,14.86,3/11/2025
Freezer,-15.35,Ice Cream,15,13.98,4/13/2025
Fridge,3.78,Frozen Vegetables,15,16.77,4/8/2025
Fridge,3.03,Ice Cream,5,11.02,9/13/2025
Fridge,3.18,Frozen Vegetables,50,15.55,7/22/2025
Freezer,-16.01,Milk,21,19.29,9/13/2025
Freezer,-15.69,Ice Cream,32,12.76,9/30/2025
Fridge,3.99,Frozen Vegetables,34,10.43,11/30/2025
Fridge,1.77,Ice Cream,8,11.05,12/18/2025
Fridge,3.98,Cheese,42,19.86,6/17/2025
Fridge,3.05,Milk,45,7.2,10/24/2025
Fridge,1.22,Frozen Vegetables,23,6.51,10/25/2025
Freezer,-16.43,Frozen Vegetables,14,4.29,1/29/2025
Fridge,3.32,Ice Cream,38,4.4,2/20/2025
Fridge,2.79,Cheese,46,11.76,4/18/2025
Freezer,-17.76,Ice Cream,28,15.71,3/24/2025
Freezer,-15.46,Yogurt,33,12.96,7/4/2025
Fridge,3.19,Cheese,13,12.76,8/4/2025
Freezer,-16.1,Frozen Vegetables,33,12.35,10/17/2025
Fridge,3.67,Cheese,47,14.19,3/29/2025
Fridge,2.87,Milk,1,5.83,8/24/2025
Freezer,-17.96,Ice Cream,24,16.33,6/27/2025
Fridge,2.88,Ice Cream,9,6.59,8/27/2025
Fridge,1.66,Yogurt,22,15.55,2/28/2025
Freezer,-17.92,Frozen Vegetables,30,9.07,2/1/2025
Fridge,1.69,Frozen Vegetables,4,3.09,10/16/2025
Freezer,-15.81,Milk,3,3.31,2/24/2025
Freezer,-16.53,Yogurt,41,6.92,4/14/2025
Fridge,3.2,Yogurt,26,10.63,8/11/2025
Freezer,-16.19,Cheese,46,1.39,5/6/2025
Freezer,-15.39,Ice Cream,35,17.54,2/11/2025
Fridge,2.19,Milk,40,6.27,10/31/2025
Fridge,3.04,Cheese,38,9.93,12/6/2025
Freezer,-16.94,Milk,21,1.85,7/15/2025
Freezer,-17.12,Yogurt,26,16.89,11/16/2025
Fridge,1.77,Ice Cream,28,10.23,3/6/2025
Freezer,-17.23,Frozen Vegetables,22,18.96,11/19/2025
Freezer,-17.95,Cheese,2,1.12,3/7/2025
Fridge,1.86,Yogurt,45,8.59,4/7/2025
Fridge,2.84,Milk,28,4.42,3/28/2025
Fridge,3.75,Milk,40,15.54,10/20/2025
Fridge,3.21,Cheese,14,1.28,3/24/2025
Freezer,-17.31,Cheese,46,12.69,10/22/2025
Fridge,2.17,Milk,12,10.2,12/2/2025
Fridge,4,Ice Cream,28,9.68,10/3/2025
Freezer,-16.56,Cheese,16,19.57,5/15/2025
Freezer,-15.01,Cheese,9,3.86,10/26/2025
Fridge,1.31,Milk,10,13.75,4/10/2025
Fridge,1.56,Yogurt,13,6.25,9/19/2025
Freezer,-16.73,Cheese,45,1.99,7/15/2025
Freezer,-17.53,Frozen Vegetables,42,13.82,11/25/2025
Fridge,2.48,Yogurt,21,9.91,10/12/2025
Freezer,-15.92,Milk,10,17.39,7/5/2025
Freezer,-16.95,Frozen Vegetables,40,3.39,10/25/2025
Freezer,-17.03,Cheese,29,14.52,4/13/2025
Fridge,2.93,Cheese,42,6.22,6/25/2025
Fridge,3.65,Ice Cream,3,19.32,4/11/2025
Freezer,-17.5,Milk,19,10.12,11/6/2025
Fridge,2.85,Cheese,31,10.29,3/30/2025
Freezer,-17.2,Yogurt,24,1.04,11/29/2025
Fridge,1.69,Yogurt,13,8.75,2/12/2025
Freezer,-15.23,Ice Cream,24,8.17,7/13/2025
Freezer,-15.06,Yogurt,17,15.91,10/18/2025
Freezer,-17.02,Frozen Vegetables,23,4.32,6/27/2025
Freezer,-17.72,Milk,37,1.26,8/4/2025
Freezer,-15.23,Frozen Vegetables,4,2.64,5/8/2025
Fridge,2.96,Yogurt,6,17.39,9/1/2025
Fridge,1.72,Yogurt,5,11.17,10/13/2025
Fridge,3.28,Cheese,32,9.17,2/23/2025
Fridge,3.35,Frozen Vegetables,34,19.48,7/3/2025
Freezer,-15.07,Yogurt,23,5.59,1/23/2026
Fridge,3.06,Ice Cream,11,11.22,1/18/2026
Freezer,-16.26,Ice Cream,26,8.25,7/30/2025
Freezer,-17.06,Ice Cream,19,8.12,6/21/2025
Freezer,-17.21,Ice Cream,6,18.23,1/4/2026
Freezer,-16.19,Milk,11,6.88,2/16/2025
Freezer,-16.24,Ice Cream,32,14.43,5/10/2025
Freezer,-15.41,Cheese,32,19.66,6/3/2025
Fridge,2.13,Milk,44,1.46,7/9/2025
Freezer,-17.6,Ice Cream,10,5.26,3/16/2025
Fridge,2.15,Ice Cream,6,11.45,2/14/2025
Fridge,1.72,Frozen Vegetables,46,15.03,4/7/2025
Freezer,-17.56,Milk,21,19.28,7/6/2025
Freezer,-15.46,Frozen Vegetables,24,8.4,9/16/2025
Freezer,-16.34,Yogurt,41,9.48,10/11/2025
Fridge,3.76,Milk,6,3.76,7/25/2025
Freezer,-15.38,Frozen Vegetables,44,1.55,10/13/2025
Fridge,1.4,Ice Cream,37,2.64,2/12/2025
Fridge,2.42,Cheese,48,17.52,12/26/2025
Fridge,3.78,Yogurt,49,5.81,6/17/2025
Freezer,-17.69,Milk,2,1.85,5/7/2025
Freezer,-17.14,Milk,42,15.92,12/20/2025
Fridge,1.3,Yogurt,32,7.73,11/3/2025
Freezer,-17.65,Cheese,44,5.13,12/7/2025
Fridge,3.34,Cheese,30,1.98,6/11/2025
Freezer,-15.97,Yogurt,15,10.12,5/2/2025
Fridge,3.25,Milk,38,16.79,2/15/2025
Fridge,1.31,Milk,33,13.58,2/20/2025
Fridge,1.62,Yogurt,17,2.63,12/23/2025
Freezer,-15.4,Ice Cream,1,15.5,6/20/2025
Fridge,3.22,Ice Cream,15,5.7,3/14/2025
Fridge,3.48,Frozen Vegetables,43,12.35,5/2/2025
Freezer,-17.73,Ice Cream,7,7.78,8/10/2025
Fridge,2.24,Milk,26,4.5,12/2/2025
Freezer,-15.85,Ice Cream,43,3.23,8/25/2025
Freezer,-16.72,Milk,18,18.2,2/27/2025
Freezer,-16.93,Yogurt,20,17.98,12/2/2025
Freezer,-17.37,Yogurt,14,12.32,5/2/2025
Freezer,-17.79,Milk,32,1.93,3/16/2025
Freezer,-16.87,Yogurt,38,6.65,5/16/2025
Fridge,2.36,Frozen Vegetables,7,8.03,8/17/2025
Fridge,1.75,Ice Cream,49,17.58,2/28/2025
Freezer,-15.04,Ice Cream,38,11.88,10/15/2025
Freezer,-17.83,Cheese,3,7.85,6/26/2025
Fridge,2.21,Ice Cream,4,9.86,5/2/2025
Freezer,-16.51,Milk,37,13.54,5/16/2025
Fridge,3.84,Cheese,20,14.55,6/11/2025
Freezer,-16.34,Cheese,49,4.3,5/16/2025
Fridge,1.66,Ice Cream,42,13.51,11/22/2025
Fridge,2.22,Milk,2,7.97,3/15/2025
Freezer,-17.16,Milk,12,13.64,9/1/2025
Fridge,3.66,Yogurt,7,13.14,1/18/2026
Fridge,1.13,Cheese,22,9.15,8/5/2025
Freezer,-15.72,Milk,36,19.71,9/27/2025
Fridge,1.11,Frozen Vegetables,5,1.92,9/28/2025
Fridge,1.94,Yogurt,19,13.52,6/23/2025
Freezer,-15.75,Yogurt,31,12.27,2/5/2025
Fridge,3.99,Frozen Vegetables,31,11.03,12/6/2025
Fridge,3.92,Yogurt,14,1.98,4/24/2025
Fridge,3.88,Frozen Vegetables,20,12.02,12/12/2025
Freezer,-15.61,Milk,18,10.42,1/1/2026
Freezer,-16.08,Ice Cream,49,9.08,2/13/2025
Fridge,2.61,Frozen Vegetables,39,8.91,11/21/2025
Fridge,2.74,Ice Cream,37,17.74,7/22/2025
Fridge,2.43,Yogurt,20,17.9,10/24/2025
Fridge,1.92,Milk,21,14.25,7/20/2025
Fridge,1.28,Yogurt,32,17.05,12/17/2025
Freezer,-17.21,Milk,28,1.26,3/10/2025
Fridge,1.26,Cheese,25,14.65,4/23/2025
Freezer,-16.06,Cheese,37,9.28,12/15/2025
Freezer,-16.26,Cheese,4,18.22,5/30/2025
Freezer,-15.77,Ice Cream,37,17.71,7/18/2025
Fridge,1.17,Yogurt,40,1.51,1/19/2026
Fridge,1.52,Frozen Vegetables,39,1.55,3/2/2025
Freezer,-16.56,Yogurt,12,13.36,3/2/2025
Freezer,-15.06,Cheese,21,11.28,11/17/2025
Freezer,-17.12,Yogurt,40,11.02,4/18/2025
Freezer,-17.21,Frozen Vegetables,28,8.87,4/22/2025
Freezer,-16.43,Ice Cream,32,11.14,1/1/2026
Freezer,-15.11,Milk,4,1.72,2/2/2025
Fridge,2.39,Cheese,10,4.87,2/24/2025
Freezer,-17.99,Frozen Vegetables,6,13.83,12/9/2025
Freezer,-15.88,Yogurt,6,16.54,1/16/2026
Freezer,-16.5,Ice Cream,6,4.22,7/16/2025
Fridge,2.41,Milk,5,3.97,7/17/2025
Fridge,1.38,Frozen Vegetables,18,1.76,1/14/2026
Fridge,3.22,Frozen Vegetables,49,4.61,9/27/2025
Freezer,-15.69,Ice Cream,24,18.16,6/25/2025
Fridge,3.44,Frozen Vegetables,13,12.81,12/26/2025
Freezer,-17.88,Cheese,50,1.53,8/30/2025
Fridge,3.85,Milk,25,16.28,1/5/2026
Fridge,2.27,Cheese,2,2.6,1/26/2026
Fridge,2.17,Yogurt,13,7.08,10/24/2025
Fridge,2.47,Ice Cream,41,1,12/11/2025
Fridge,1.64,Milk,12,5.02,10/2/2025
Fridge,3.82,Cheese,36,19.97,6/16/2025
Fridge,1.54,Frozen Vegetables,1,15.62,8/30/2025
Fridge,1.1,Frozen Vegetables,50,8.36,8/3/2025
Fridge,2,Ice Cream,27,11.54,2/23/2025
Freezer,-15.12,Yogurt,7,15.97,1/18/2026
Freezer,-17.31,Milk,29,1.73,3/5/2025
Fridge,1.33,Cheese,14,12.7,6/28/2025
Fridge,2.83,Frozen Vegetables,44,6.87,1/13/2026
Fridge,2.04,Cheese,25,4.02,8/26/2025
Freezer,-15.13,Yogurt,40,2,5/31/2025
Fridge,1.81,Yogurt,3,7.73,7/10/2025
Fridge,3.41,Ice Cream,46,5.85,2/13/2025
Fridge,1.3,Milk,30,19.76,7/6/2025
Fridge,3.1,Milk,30,19.62,3/8/2025
Freezer,-15.07,Yogurt,26,19.47,2/8/2025
Freezer,-16.68,Milk,23,3.4,11/18/2025
Fridge,3.61,Frozen Vegetables,42,5.07,4/3/2025
Freezer,-17.11,Cheese,16,2,9/25/2025
Fridge,2.55,Frozen Vegetables,48,18.89,11/4/2025
Freezer,-17.38,Ice Cream,33,2.76,6/18/2025
Freezer,-15.83,Cheese,28,13.38,10/19/2025
Fridge,1.45,Milk,27,3.85,12/16/2025
Fridge,3.86,Yogurt,50,5.96,4/6/2025
Freezer,-15.56,Frozen Vegetables,11,3.1,2/16/2025
Fridge,1.05,Frozen Vegetables,28,17.81,11/27/2025
Freezer,-15.9,Milk,46,15.8,7/19/2025
Freezer,-16.78,Cheese,32,13.43,2/12/2025
Fridge,3.45,Milk,20,17.45,2/19/2025
Freezer,-15.32,Milk,42,7.84,11/17/2025
Freezer,-17.99,Cheese,49,10.04,11/10/2025
Freezer,-17.12,Yogurt,44,5.01,7/27/2025
Fridge,1.31,Yogurt,14,11.45,12/24/2025
Freezer,-16.31,Yogurt,10,12.48,11/22/2025
Fridge,1.69,Cheese,16,4.76,1/22/2026
Freezer,-15.46,Milk,38,17.66,2/20/2025
Fridge,2.61,Cheese,8,11.39,2/18/2025
Freezer,-17.37,Ice Cream,45,9.38,4/25/2025
Fridge,2.24,Ice Cream,44,11.92,5/29/2025
Fridge,2.89,Cheese,20,2.15,6/29/2025
Freezer,-15.86,Ice Cream,12,6.63,2/25/2025
Freezer,-17.23,Frozen Vegetables,17,8.72,11/29/2025
Fridge,3.42,Ice Cream,20,12.7,11/25/2025
Fridge,2.17,Ice Cream,1,11.19,2/9/2025
Fridge,2.75,Milk,7,14.47,2/5/2025
Freezer,-15.27,Milk,18,8.6,4/30/2025
Fridge,2.93,Milk,26,14.63,10/26/2025
Freezer,-17.2,Cheese,3,1.76,11/4/2025
Freezer,-16.44,Ice Cream,9,6.34,4/5/2025
Fridge,1.26,Milk,18,14.57,8/20/2025
Freezer,-15.75,Cheese,25,8.68,9/2/2025
Fridge,3.31,Frozen Vegetables,6,15.59,10/19/2025
Freezer,-16.04,Milk,16,1.22,10/12/2025
Fridge,2.02,Cheese,36,7.8,8/29/2025
Fridge,1.53,Milk,23,6.12,11/10/2025
Freezer,-17.26,Milk,50,14.83,7/8/2025
Freezer,-17.16,Cheese,44,18.96,3/4/2025
Fridge,2.07,Cheese,50,17.38,12/24/2025
Fridge,3.45,Milk,14,5.43,10/25/2025
Fridge,2.63,Ice Cream,1,6.3,5/2/2025
Fridge,3.29,Yogurt,5,13.31,5/28/2025
Fridge,2.12,Ice Cream,50,7.23,1/12/2026
Freezer,-17.39,Cheese,8,11.55,12/18/2025
Freezer,-16.59,Cheese,2,4.53,10/30/2025
Fridge,2.67,Milk,23,9.75,3/9/2025
Freezer,-16.2,Milk,10,19.02,9/20/2025
Freezer,-17.61,Frozen Vegetables,16,6.85,11/29/2025
Freezer,-16.82,Cheese,44,15.79,9/24/2025
Fridge,3.87,Ice Cream,38,15.29,9/24/2025
Fridge,1.72,Ice Cream,37,7.1,10/13/2025
Fridge,3.04,Milk,9,8.68,10/29/2025
Fridge,2.05,Milk,35,15.17,6/16/2025
Fridge,3.19,Yogurt,7,8.56,1/19/2026
Freezer,-16.72,Milk,39,12.21,10/21/2025
Freezer,-16.5,Frozen Vegetables,32,12.21,3/27/2025
Fridge,2.28,Milk,49,14.03,8/15/2025
Freezer,-15.82,Milk,10,9.65,8/5/2025
Fridge,3.9,Ice Cream,15,9.62,10/23/2025
Fridge,1.87,Cheese,45,1.79,5/20/2025
Freezer,-17.14,Milk,22,3.19,5/4/2025
Freezer,-15.12,Ice Cream,34,5.34,2/8/2025
Fridge,1.8,Ice Cream,7,15.94,10/24/2025
Freezer,-15.34,Ice Cream,47,2.03,8/28/2025
Fridge,3.27,Milk,2,9.13,10/29/2025
Freezer,-15.13,Yogurt,1,4.08,12/20/2025
Freezer,-17.33,Cheese,27,14.82,1/3/2026
Freezer,-17.33,Cheese,12,18.4,9/12/2025
Freezer,-15.06,Ice Cream,2,7.38,1/4/2026
Fridge,1.44,Milk,49,12.72,4/6/2025
Freezer,-17.15,Ice Cream,49,18,6/24/2025
Freezer,-17.83,Yogurt,6,9.42,7/29/2025
Fridge,3.55,Cheese,25,12.32,8/17/2025
Fridge,3.83,Yogurt,17,2.71,7/8/2025
Fridge,3.75,Yogurt,28,10.85,8/30/2025
Freezer,-16.97,Milk,3,13.99,9/29/2025
Fridge,3.71,Ice Cream,46,9,6/15/2025
Freezer,-17.92,Cheese,45,10.02,4/11/2025
Fridge,3.37,Yogurt,43,8.81,3/10/2025
Freezer,-17.89,Milk,16,14.67,4/24/2025
Fridge,3.79,Yogurt,11,9.96,1/30/2025
Fridge,1,Frozen Vegetables,11,10.61,6/20/2025
Fridge,3.82,Cheese,37,17.53,12/10/2025
Freezer,-17.13,Ice Cream,44,13.89,4/25/2025
Fridge,2.02,Milk,40,19.62,1/15/2026
Fridge,1.19,Ice Cream,39,19.34,8/28/2025
Fridge,1.12,Cheese,43,16.83,12/1/2025
Fridge,3.64,Cheese,28,16.51,4/24/2025
Fridge,2.51,Ice Cream,14,14.3,9/18/2025
Freezer,-15.08,Ice Cream,27,18.2,5/25/2025
Fridge,1.65,Cheese,50,13.47,4/9/2025
Freezer,-15.97,Ice Cream,33,17.88,11/26/2025
Fridge,2.07,Cheese,38,11.13,10/21/2025
Freezer,-17.66,Ice Cream,23,16.41,5/24/2025
Fridge,2.11,Frozen Vegetables,5,11.76,6/25/2025
Fridge,2.37,Ice Cream,14,9.27,8/7/2025
Freezer,-15.03,Frozen Vegetables,42,17,12/7/2025
Freezer,-17.59,Frozen Vegetables,35,15.81,9/27/2025
Freezer,-17.38,Ice Cream,26,18.1,1/19/2026
Freezer,-17.81,Frozen Vegetables,45,1.68,2/18/2025
Fridge,3.08,Cheese,37,7.3,5/19/2025
Freezer,-15.64,Yogurt,8,15.69,4/6/2025
Freezer,-15.83,Cheese,5,5.22,7/9/2025
Freezer,-16.41,Cheese,31,5.24,3/23/2025
Freezer,-15.11,Milk,15,15.25,5/15/2025
Freezer,-17.46,Milk,50,12.96,9/9/2025
Freezer,-16.37,Yogurt,29,6.05,7/20/2025
Freezer,-17.28,Yogurt,5,8.13,1/3/2026
Fridge,3.3,Ice Cream,37,8.85,4/22/2025
Fridge,3.41,Yogurt,13,14.36,6/23/2025
Freezer,-17.77,Ice Cream,32,16.41,9/10/2025
Fridge,2.19,Cheese,47,7.49,9/30/2025
Fridge,3.65,Yogurt,4,2.16,4/27/2025
Fridge,3.61,Ice Cream,7,16.52,8/18/2025
Fridge,3.87,Yogurt,29,3.79,10/31/2025
Fridge,2.01,Cheese,12,4.96,12/28/2025
Fridge,2.25,Milk,44,17.56,9/6/2025
Freezer,-15.88,Yogurt,12,19.2,2/10/2025
Freezer,-15.52,Milk,37,2.88,8/22/2025
Fridge,3.04,Milk,14,19.59,8/13/2025
Fridge,2.85,Milk,4,19.58,3/21/2025
Freezer,-16.21,Yogurt,5,7.89,4/16/2025
Fridge,3.05,Milk,27,15.49,1/9/2026
Fridge,2.37,Yogurt,20,5.18,11/12/2025
Freezer,-15.86,Milk,11,2.56,4/10/2025
Fridge,2.49,Ice Cream,40,9.51,7/8/2025
Fridge,3.29,Cheese,37,14.21,10/10/2025
Fridge,2.39,Cheese,42,18.35,3/27/2025
Fridge,3.75,Cheese,27,17.35,7/9/2025
Freezer,-15.74,Frozen Vegetables,31,14.15,1/16/2026
Freezer,-16.64,Yogurt,45,18.52,2/14/2025
Freezer,-15.62,Frozen Vegetables,38,9.78,3/15/2025
Freezer,-15.8,Yogurt,50,15.41,9/2/2025
Freezer,-16.38,Yogurt,35,14.29,12/8/2025
Freezer,-17.82,Frozen Vegetables,7,3.95,11/22/2025
Freezer,-15.41,Milk,6,1.42,3/28/2025
Freezer,-17.44,Cheese,15,12.49,10/12/2025
Fridge,3.36,Yogurt,34,8.03,8/27/2025
Freezer,-16.42,Yogurt,4,18.91,10/19/2025
Fridge,2.18,Frozen Vegetables,45,3.94,2/6/2025
Fridge,3.76,Cheese,40,6.26,9/26/2025
Freezer,-16.56,Cheese,18,8.94,11/25/2025
Fridge,1.19,Cheese,23,14.44,4/8/2025
Fridge,1.62,Ice Cream,49,19.66,1/16/2026
Freezer,-16.09,Cheese,3,15.74,6/29/2025
Freezer,-17.31,Frozen Vegetables,13,3,7/8/2025
Fridge,3.6,Frozen Vegetables,5,14.41,8/1/2025
Freezer,-15.01,Frozen Vegetables,35,14.55,6/10/2025
Fridge,1.21,Milk,31,2.01,4/14/2025
Freezer,-17.93,Milk,39,8.6,9/7/2025
Freezer,-17.78,Ice Cream,11,13.66,12/8/2025
Freezer,-17.97,Yogurt,22,3.15,6/10/2025
Fridge,1.89,Yogurt,19,10.13,3/30/2025
